SEX,EDUCATION,MARRIAGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month,AGE_BIN,LIMIT_BAL_LOG
female,university,married,1,2,-1,-1,-1,2,3714.2223267722443,2672.3939583651922,3506.6821081672865,1821.3615187591772,2390.551887871582,949.7994689935323,0.0,9.686698766859926,8.755107121633896,7.4570320891223805,0.0,8.615770754777232,0,45+,10.308985993422082
female,graduate school,single,-1,-1,2,-1,-1,-1,332.1072323289991,490.35431622660946,252.81286730334165,488.77853033395013,515.758775269183,939.3430951792012,7.186144304522325,0.0,7.186144304522325,7.186144304522325,7.444833273892193,10.206476869055056,1,35-45,12.206077645517674
female,graduate school,single,1,-2,-2,-2,-2,-2,-1443.1740402049827,-1771.0363256953246,-1930.9405416772302,-9123.067882197216,-9848.47901254446,-6382.390196172181,0.0,0.0,0.0,0.0,0.0,0.0,1,21-25,10.819798284210286
female,university,married,0,0,0,0,-2,-2,12373.954547375464,5668.683564918196,3443.181421038532,0.0,0.0,0.0,8.025516386489008,6.954638864880987,0.0,0.0,0.0,0.0,0,30-35,11.775297421715827
male,high school,married,1,2,0,0,0,0,48703.43297849478,32141.492537727037,27841.729531059686,32021.640005092577,35547.82919287021,68529.49654618526,0.0,9.210440366976517,8.853808274977197,8.987321812850125,8.987321812850125,8.881975184248867,0,25-30,12.25486757159303
female,graduate school,single,0,0,0,0,0,0,15405.504491000012,4753.289347463227,4342.288894893194,4969.4569001556,5320.805159424255,9149.261326952686,7.1891677384203225,7.200424892944957,7.40184157874383,6.792344427470809,6.638567789166521,6.646390514847729,0,21-25,11.407576060361786
female,high school,married,2,-1,-1,2,0,0,5295.72828682421,3144.864914635673,3295.410984419098,3607.1894471094365,4068.525613518856,7499.88741374409,9.401869409521051,8.006700845440367,0.0,6.90875477931522,7.601402334583733,0.0,1,45+,10.308985993422082
male,graduate school,married,-2,-2,-1,-1,-2,-1,39336.149420327245,27013.941143722932,22054.19675484763,25950.316494834387,29059.518408399697,56738.897780287545,8.881975184248867,8.716207971151853,8.575650760987806,8.594339400592892,12.018296238053255,8.491465042843506,0,35-45,11.982935344196433
female,high school,single,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25-30,12.206077645517674
female,university,single,0,0,-1,-1,-2,-1,3322.1782220219725,1335.5189094328473,1314.6683082665425,0.0,0.0,1204.7957219950642,7.601402334583733,8.493105395887147,0.0,0.0,7.719129840906732,0.0,0,25-30,11.918397239722838
female,university,single,0,0,0,0,0,0,74815.83524455082,47511.39583191122,35695.634093262655,41613.65837913457,46859.376183498134,84921.33841510965,9.480901717619545,9.221478116386638,9.21094019204815,9.305741456739435,9.105868350379472,9.105090961257085,0,35-45,12.873904582205107
male,university,married,0,0,0,0,0,0,6413.3328338593665,4931.463342163311,4154.517949541428,4667.346996970357,4989.213524362929,7728.709942211941,8.006700845440367,8.006700845440367,8.006700845440367,8.006700845440367,8.006700845440367,8.006700845440367,0,35-45,12.345838935721968
male,university,married,0,0,0,0,0,0,9690.358356115976,6881.812709906348,4283.393432889494,4659.129977912789,4817.395787972019,8770.69009049815,7.846589975291186,7.367077059881012,6.699500340161678,6.55250788703459,7.7488913372555315,7.004881989712859,0,45+,10.819798284210286
male,high school,married,2,0,0,0,0,0,26515.09773851372,18243.366629992364,15357.663850321727,17464.46769219455,18775.72894083192,33732.63206918355,8.416488487294606,8.302761580704049,8.527341522468053,8.705331133531631,8.071843149609158,8.517393171418904,0,45+,11.849404844423074
male,graduate school,single,0,0,0,-1,0,0,10867.382390971146,4407.442035391361,3918.856798827447,4213.283517311176,6206.419568217678,0.0,8.517393171418904,9.788749875065704,9.756320761816548,9.615938804529582,0.0,9.365033761652663,0,25-30,11.156264806643742
female,university,single,-1,2,0,0,0,2,6714.310541272014,4668.355848301573,3044.3927855040656,4286.9494092540435,4858.855638555124,4761.188775467956,2.1972245773362196,7.636752112435779,9.61587214452889,7.313886831633462,0.0,9.210440366976517,0,25-30,9.90353755128617
female,graduate school,single,0,0,0,0,0,0,15979.664365974326,10018.954899817492,7590.887830943231,5844.930966909594,6490.8472234125875,11467.473598540333,7.68662133494462,7.321188556739478,7.0909098220799835,7.170888478512505,7.170888478512505,7.133295954896068,1,30-35,11.002116507732017
male,graduate school,single,-1,-1,-1,-1,-2,-1,879.8627003353965,958.8373778923768,246.47246256776708,0.0,0.0,2372.2368729612654,7.98514393119862,6.46302945692067,0.0,0.0,8.46611040118692,7.293697720601438,0,35-45,12.793862088206213
female,graduate school,single,1,-2,-2,-2,-2,-2,-23.577822991224455,-25.495695837582232,-26.353295475757598,-25.525529376321696,-25.03291867368415,-21.97184051855125,0.0,0.0,0.0,0.0,0.0,0.0,1,35-45,12.100717685412471
male,university,single,0,0,0,0,0,0,6227.6127937166075,4364.1796250228435,3367.2975732947434,3274.649517604519,1202.3145980583904,0.0,7.215975002651466,7.095893221097532,5.54907608489522,4.290459441148391,0.0,0.0,0,25-30,9.90353755128617
male,university,single,2,0,0,0,0,0,8526.172029059038,5792.31171598686,4373.640829156082,4154.129292141361,3440.050725055216,5472.695294210685,7.430707082545968,7.601402334583733,6.90875477931522,6.90875477931522,8.699681400989514,8.517393171418904,1,21-25,11.002116507732017
female,university,single,0,0,0,0,0,0,19421.198157237945,12869.773615044493,11359.380905422584,13311.233368244893,12398.96207008936,23086.388043566247,7.754052639035757,8.015987811027237,7.954372272531867,7.8636512654486515,8.131824785007195,7.6236419465115715,0,25-30,12.04355959836804
female,graduate school,married,0,0,0,0,0,0,27205.689308099332,13985.775873491966,11830.711222397898,14086.610028338402,12230.172624742807,12980.68508320656,8.012018239159062,8.016977746762262,9.219498309760949,7.265429723253953,7.313886831633462,9.23092700558457,0,35-45,12.644330802262578
male,others,married,0,0,0,0,0,0,39104.78626491774,26967.142441963857,22971.185115038938,27170.03828387502,29232.805254253366,53367.19950300102,8.857799727175905,8.669742589876522,8.469052816088302,8.355144739461839,8.37770121259764,8.517393171418904,0,25-30,11.982935344196433
male,university,single,0,0,2,2,0,0,4920.693000816281,7257.6502553018945,3692.3547256466304,1446.786890512868,1544.2576565584952,0.0,8.069968149059841,7.601402334583733,0.0,0.0,0.0,0.0,0,21-25,10.308985993422082
male,university,married,0,0,2,0,0,0,25907.401394205273,18515.069862308468,15265.92856581868,4373.970195073383,4881.983424275965,8519.489468132695,8.665785595466064,5.707110264748875,9.798182590890704,6.90875477931522,6.90875477931522,6.90875477931522,0,25-30,10.819798284210286
female,high school,married,0,0,-2,-2,-2,-2,11042.639325294434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45+,10.819798284210286
male,university,single,2,2,2,2,0,0,6679.188948090856,4647.983933398416,4072.294165849284,4656.323521728856,5073.734682624063,8807.079774110764,0.0,7.650168700845001,6.90875477931522,6.90875477931522,6.90875477931522,6.90875477931522,0,21-25,9.90353755128617
female,high school,married,1,-1,-1,-1,-1,-1,-4.55184560985683,332.50296549410837,-3.494956114565833,268.3434304270776,-2.2120280888516675,261.61061479702977,6.728628613084702,0.0,6.476972362889683,0.0,6.042632833682381,7.094234845924755,1,45+,13.017005083966255
female,graduate school,single,2,0,0,0,0,0,1318.380747154255,1488.7543060899468,1946.322244983744,2824.4752009980075,3697.830085128276,7246.135878370195,7.601402334583733,8.006700845440367,8.006700845440367,8.006700845440367,8.006700845440367,8.006700845440367,0,30-35,12.54254845357358
female,graduate school,single,-1,-1,-1,0,-1,-1,1320.9079830870953,454.2410230054525,331.62003492830206,360.0766270287135,301.9459462613727,1610.6176507767416,7.189922170745808,6.822197390620491,0.0,6.555356891810665,8.039157390473237,0.0,0,25-30,11.289794413577894
female,university,single,-1,2,2,-2,-2,-2,384.4008735645142,315.2784094220405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,25-30,11.289794413577894
male,graduate school,married,-1,-1,-1,-1,-1,-1,8221.223386554524,3590.989936843982,9875.972061458551,15441.346086351303,13433.804837100153,6370.108351613856,9.560151815893512,10.94584689965344,11.30731481019832,11.035921389679748,9.555559953069064,10.143212863442015,0,35-45,13.102162710901053
female,university,married,2,0,-1,-1,-1,-1,3462.990943535058,2712.763374794874,582.713010819208,-2127.341416672726,1899.54256381874,5770.518720629655,7.109062135687172,7.516433302915632,0.0,8.970050661827003,9.447465720810811,7.992944547318106,1,30-35,12.345838935721968
female,university,married,0,0,0,3,2,2,13830.753479130712,10186.683883385735,10045.001418936557,11328.797449122269,12167.909925074462,23174.79773876454,8.006700845440367,9.210440366976517,0.0,0.0,8.38958706681109,7.696667081526462,0,30-35,11.002116507732017
male,university,single,0,-1,2,-1,-1,-2,8242.287077730403,356.8639101134033,38.371003955891936,113.42290882476081,-1403.4129941481801,-712.0536367898122,6.90875477931522,0.0,6.90875477931522,0.0,6.90875477931522,0.0,0,21-25,11.289794413577894
female,graduate school,married,1,2,2,2,0,0,16686.076870706882,11972.72288262425,10503.146723192262,11858.88480782812,13112.90984262197,24790.223347052837,8.006700845440367,7.937731775260109,0.0,7.824445930877619,8.294299608857235,8.294299608857235,0,35-45,12.468440756144114
male,high school,married,0,0,0,0,0,0,52676.07057051324,35491.26698123849,29761.31950284668,30194.023529412018,33259.866735341864,63937.46431684302,8.968268810776454,8.977146484808472,8.73214326770192,8.783549477153265,8.783242963740905,8.719807451477955,0,45+,12.706850963741102
female,graduate school,single,0,0,2,0,0,0,20132.52319681045,13367.302006870183,11160.27176920963,12971.370767448429,14177.30092967174,26613.66597301543,8.699681400989514,0.0,8.006700845440367,7.824445930877619,8.31898612539206,8.31898612539206,0,25-30,11.156264806643742
female,university,married,0,0,0,0,0,0,42450.96316374866,28761.99667931294,24398.041011988393,27612.018703353555,24454.6782642926,46860.758290447426,8.71308886823731,8.754160749323518,8.55756708555451,8.401333305321703,8.432288684325794,8.450625947144124,0,45+,12.04355959836804
male,university,married,0,0,0,0,0,0,27368.154248629005,18703.585712584056,15821.46828248492,18421.10509392369,20491.159366213953,38888.88528103705,8.434028950155469,8.294299608857235,8.294299608857235,8.24301946898925,8.294299608857235,8.294299608857235,0,30-35,11.608244735642321
female,high school,married,2,0,0,0,0,0,13744.83126608994,9903.347440605257,8678.73854012598,10056.76087652481,11051.280604386402,20093.37459729415,7.650168700845001,7.696667081526462,7.601402334583733,7.601402334583733,7.470793774195062,7.498315870766981,1,45+,10.819798284210286
female,university,married,2,2,2,2,0,0,82128.5537627702,55287.48123907104,47381.015134746696,55193.87312239115,49553.66700698174,98765.82978711766,9.711176264112805,9.711176264112805,1.9459101490553132,9.240578555036793,9.294405747093851,9.242226560838505,1,35-45,12.793862088206213
male,graduate school,single,-2,-1,0,0,0,2,-4333.366586595381,2499.6997188487844,16215.401516665366,14868.17452454317,6490.8472234125875,1674.5785750628288,9.625359692889159,11.513505296835238,5.680172609017068,9.212338374638856,2.833213344056216,6.698268054115413,0,30-35,12.206077645517674
female,university,married,1,2,0,0,0,0,10933.916054897792,6859.175167822219,5464.271425871297,6046.810396982767,5825.28645404773,12870.456462872045,7.445417556701687,7.170888478512505,8.923324744067562,7.024649030453636,9.472781556562168,0.0,0,45+,12.100717685412471
female,high school,married,0,0,0,0,0,2,43667.568565300324,29517.43555847475,10477.769254368972,10348.178753723763,7002.187211768959,7952.039482679287,8.854093907655518,7.4999765409521215,7.601402334583733,8.294299608857235,0.0,10.404293143019792,1,35-45,12.100717685412471
female,university,single,0,0,0,0,0,0,16592.943349837784,7445.258332923485,6399.8298604796355,6024.508289188893,6676.227569646271,11678.926989111633,7.373374309910049,7.311886164077165,6.854354502255021,7.034387929915503,6.90875477931522,6.92951677076365,0,21-25,11.156264806643742
female,university,married,-1,-1,-1,0,0,0,166.45303358238917,54.4117678779573,1663.929977031375,1713.6770089143092,1860.7893765069848,0.0,4.584967478670572,8.77971129020447,0.0,6.013715156042802,0.0,10.308985993422082,0,45+,12.611541086966115
female,high school,single,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25-30,12.100717685412471
female,high school,single,0,0,0,0,0,0,25022.88407442187,17612.33756421609,15346.43198461842,18170.79174398179,16648.547024195577,31252.605803558847,8.160803920954665,8.188966863648876,8.268988209506656,8.006700845440367,8.006700845440367,8.071218539969863,0,30-35,11.849404844423074
female,high school,married,0,0,0,2,2,2,8381.777099677296,6459.194491867744,6468.825462436882,7475.860604794051,8219.975919745964,14612.535728761977,7.937731775260109,8.699681400989514,7.0909098220799835,7.170888478512505,7.0909098220799835,0.0,0,45+,11.695255355062795
female,university,married,0,0,0,-2,-2,-2,4934.721510645088,3872.7106240876733,0.0,0.0,0.0,0.0,7.330405211844402,0.0,0.0,0.0,0.0,0.0,0,30-35,10.308985993422082
male,university,single,0,0,0,0,0,0,37528.59197208951,26201.61638318332,21278.145483109554,20217.00031703922,22174.154777527594,42259.116256163885,8.92319149068606,10.30958579350671,8.297045149081827,8.24354550792826,8.320448113956559,8.295798110636145,0,25-30,12.100717685412471
male,graduate school,single,0,0,0,0,0,0,5349.15496004696,4154.640457910442,3820.779915500493,4371.737915035952,4804.150287629242,7219.499767937434,7.3752557780097545,7.347299700743164,6.6240652277998935,6.651571873589727,6.650279048587422,5.872117789475416,0,25-30,9.90353755128617
female,graduate school,single,0,0,0,0,0,0,26738.02185882864,17215.896052287506,13831.350012500803,15696.148083164357,16398.744892865383,30158.65101206123,8.160803920954665,8.343077871169383,8.188966863648876,8.006700845440367,8.006700845440367,8.006700845440367,0,30-35,12.388398368982115
female,university,others,-1,-1,-1,-1,-1,0,539.494048596611,521.3433011467728,428.97924817332864,95.85100462488987,3668.6314599350753,4617.272037953086,7.261927092702751,7.136483208590247,5.25227342804663,9.503084610020228,3.4339872044851463,9.707959168254892,0,35-45,10.819798284210286
female,university,married,-1,-1,0,-1,-1,0,5094.006937885591,5921.978427745918,2873.9936028271873,3531.827130328607,1143.260982087023,1923.8532299386443,10.157082711306167,7.313886831633462,9.545669097895317,8.12533508671429,7.601402334583733,9.143559338285831,0,30-35,12.899222326086994
male,university,married,0,0,0,0,0,0,14769.669281278148,10135.692908946374,5510.081010096578,8577.889640867385,9001.301188401829,8739.034214849436,7.3864708488298945,7.3031700512368,8.209580483475577,6.54965074223381,6.90875477931522,6.561030665896573,0,30-35,10.819798284210286
female,graduate school,single,-1,-1,-1,-1,-1,-1,2186.8896426428923,2547.8453917299416,3543.4455792557546,2441.4584284298594,2924.034736707214,8374.922157242932,9.150696519048667,9.69836808706617,9.104868739033948,9.25167423546916,9.857391256643155,8.80956425335415,0,30-35,12.388398368982115
female,university,single,0,0,0,0,0,0,27105.856587384686,18248.6318066045,15659.870953960473,17075.82760364136,16211.824105728329,29636.48495511275,8.188966863648876,8.518592212329946,7.976251943745623,7.9215356321335495,8.517393171418904,8.517393171418904,0,35-45,11.51293546492023
male,graduate school,single,2,0,0,0,2,0,21490.936867058877,15197.165604962564,13333.98362997933,16215.007274356894,17360.36842582882,32800.41589599102,8.14060704285845,8.294299608857235,8.867990898182093,0.0,8.188966863648876,8.052933036797567,1,25-30,11.608244735642321
female,graduate school,single,-1,-1,-1,-1,-1,-2,5709.937776561639,5269.390538771243,9973.823486770116,7485.550552958369,0.0,0.0,10.01851122910491,10.956526995909481,10.443250426196716,0.0,0.0,0.0,1,25-30,12.345838935721968
male,graduate school,single,2,-1,0,0,-2,-1,613.1449819116339,724.7824084433089,751.1666224436484,439.2100841497532,0.0,1771.9191826351678,7.651595573857601,7.065613363597717,7.0587581525186645,0.0,8.144388865547622,0.0,1,21-25,11.695255355062795
female,graduate school,single,-2,-2,-2,-2,-2,-2,1013.9544601581189,195.6077195543537,6408.029476336014,732.9122049778347,395.13217589486385,1119.5007922234429,6.093569770045136,10.417777169743282,7.669028288589683,6.872128101338986,7.638198244285779,8.9242570208881,0,25-30,12.206077645517674
female,graduate school,single,-1,-1,-1,-1,-1,-2,1120.42928994345,0.0,313.0132495969498,266.2490249184684,0.0,0.0,0.0,6.752270376141742,6.46302945692067,0.0,0.0,7.916807490937603,0,25-30,9.90353755128617
male,university,married,0,0,-2,-2,-2,-2,24707.263314515207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35-45,11.51293546492023
female,graduate school,single,-1,-1,-1,-1,-1,-1,2208.3554024981113,2313.351379488279,569.7341004686409,1311.1780002075293,2170.329381209525,1089.6136726805782,9.037771106624906,7.4821189235521155,8.36287583103188,8.882252884889363,7.608374474380783,8.560061091643414,0,30-35,11.289794413577894
male,university,single,0,0,0,0,0,0,6800.147007341385,5225.830575202703,4849.429125742529,5813.265726361889,6657.503091962308,11882.317787646107,7.601402334583733,7.601402334583733,7.601402334583733,7.601402334583733,8.006700845440367,6.7226297948554485,0,35-45,11.156264806643742
female,university,married,1,2,0,0,2,0,2117.9250666135404,1364.22776449487,1465.882606101416,1901.3763308330192,1656.6917985793123,1904.4100606431691,0.0,7.0909098220799835,7.1770187659099,0.0,6.2166061010848646,6.90875477931522,0,25-30,10.819798284210286
female,graduate school,single,-1,-1,-1,-1,-1,-1,373.1623288494692,-1020.5888658177045,1209.502659170365,0.0,305.2266065548987,2776.366874071824,0.0,8.48714627006394,0.0,6.568077911411976,8.639587799629844,0.0,0,30-35,12.345838935721968
female,university,married,0,0,0,0,0,0,14324.736607633253,9474.484501848692,5498.025262715667,4613.584588971773,4171.612895317499,7089.8058565646525,7.619233416226805,7.126087273299125,8.292047637431354,6.569481420414296,6.573680166960646,6.368187186350492,1,45+,10.819798284210286
male,high school,married,3,3,2,0,0,0,14705.97241957555,10203.1499904912,8666.626431029106,10106.621754368889,11088.848017375361,19520.16106915651,0.0,0.0,7.601402334583733,6.90875477931522,6.90875477931522,7.601402334583733,1,45+,10.819798284210286
male,high school,single,0,0,0,0,0,2,7356.496443355871,5548.821299886341,5021.224180428583,5814.6097799325125,6641.68385576684,11237.108123864959,7.242797922793756,7.255591274253665,6.815639990074331,7.62657020629066,0.0,7.313886831633462,0,25-30,10.308985993422082
female,graduate school,married,-1,-1,-1,-1,0,-1,179.03541462978816,151.4077494455083,141.15772108252668,270.43467762261025,157.43228440498885,294.36988488992085,5.7899601708972535,5.7899601708972535,6.481577129276431,0.0,6.1675164908883415,5.7899601708972535,1,35-45,11.982935344196433
male,graduate school,married,0,0,0,0,0,0,1298.137529125429,794.1148694436656,2070.0203110142606,2033.6239932976755,1814.2490497147085,1036.4889542279514,7.602401335665818,8.923457979694966,4.983606621708336,3.5263605246161616,7.048386408721883,5.707110264748875,0,45+,13.122365377402328
male,graduate school,single,0,0,0,0,0,0,6193.261269243755,3277.954260252077,3093.910194696999,3814.817968177244,4074.8970484753318,4738.007110138597,7.45298232946546,7.498315870766981,7.909122183211411,7.05617528410041,7.080867896690782,6.598509028614515,0,30-35,10.819798284210286
female,graduate school,married,0,0,0,2,2,2,1736.0251563162176,1605.100339479975,2324.792971207346,2164.9184067419255,2436.8443949343114,3964.6951923027427,7.0317412587631285,8.402455513945814,3.6375861597263857,6.2166061010848646,5.707110264748875,0.0,0,35-45,11.002116507732017
female,graduate school,single,0,0,2,0,0,0,34871.54010001181,25168.91905156698,20970.90563554839,23929.59994907016,18961.543416355944,35979.94581637816,9.480596490604585,2.8903717578961645,8.621192781434722,8.084254106307318,8.164225652265827,8.111928063310739,0,25-30,11.849404844423074
female,graduate school,single,0,0,0,0,0,2,22657.092792351013,15790.171369243093,12554.872534300415,12376.779304471533,13455.050349756864,23989.620551918488,8.399760094524142,8.299285906897275,8.006700845440367,8.648396877031582,0.0,7.824445930877619,0,30-35,11.695255355062795
female,university,married,1,-2,-2,-2,-2,-2,-107.09114649735773,2575.0196177549697,163.71152207283927,1022.5277444871405,183.33315059868437,245.6465572449101,9.210440366976517,6.68586094706836,8.066207568006265,5.968707559985366,5.968707559985366,8.797548488481558,0,35-45,12.577639650232573
male,high school,married,-1,0,0,0,0,0,10919.2836790166,4489.862442525849,4091.2336053036465,4877.8374227677095,5425.743325578979,9307.469629794794,7.313886831633462,7.313886831633462,7.313886831633462,6.9363427358340495,6.776506992372183,7.27931883541462,0,45+,11.289794413577894
male,graduate school,married,-1,-1,-1,-1,-1,-1,645.2859781284823,245.80719519361173,466.1761620927031,-19.184580238755704,1901.3719097381534,736.1351436338413,6.364750756851911,7.234898420314831,0.0,8.728264161496178,7.176254532017144,7.201916317531627,0,45+,12.301387370778713
male,graduate school,married,1,-2,-2,-2,-1,-1,0.0,0.0,0.0,0.0,297.9274596009366,3380.3258269523917,0.0,0.0,0.0,6.539585955617669,8.85666093701725,0.0,0,35-45,12.793862088206213
male,university,married,-2,-2,-1,0,0,0,6423.388271105097,5430.413819338492,24030.216193677017,34887.14878245574,26477.23329260029,9425.35462278668,10.14596303214983,12.024220978320814,11.003066040949562,6.329720905522696,9.793784287444165,12.211731603381851,0,45+,12.706850963741102
male,university,single,1,-1,-1,-1,-1,0,-4.55184560985683,452.02525277735,15965.099988996153,-3194.9177520282974,22091.68201683462,20885.678690400993,7.0925737159746784,11.53004803352695,7.113956109566034,11.64823402749243,7.601402334583733,7.60489448081162,0,25-30,11.775297421715827
male,graduate school,married,-2,-2,-2,-2,-2,-2,841.4616121562917,0.0,534.9847314976553,0.0,0.0,0.0,0.0,7.40184157874383,0.0,0.0,0.0,0.0,0,45+,12.765691290604371
male,high school,single,1,-1,2,0,0,0,-26.496998874540218,315.2784094220405,290.18126334186707,562.2800245646275,330.17317243853404,0.0,6.68586094706836,0.0,0.0,0.0,0.0,0.0,0,35-45,9.90353755128617
male,university,single,0,0,2,0,-1,-1,14248.46808020542,10728.784081516847,6059.891132401236,8524.626252522836,3449.4335549478415,1226.1418777518302,8.557951183888406,0.0,9.105090961257085,9.429556219952412,7.738488122494646,0.0,1,30-35,11.775297421715827
female,university,married,0,0,0,0,0,0,18125.807666837547,13034.591087889821,11418.716091826613,11665.662977578526,10971.895228300307,18831.533530657292,8.216358332386156,8.03947991910045,7.696667081526462,7.3783837129967145,7.523481312573497,7.496097345175956,1,45+,11.156264806643742
female,high school,married,2,0,0,2,0,0,9224.197357448376,6936.196210802711,6516.933839150631,5465.39623599049,6015.977612534677,11314.592578417936,8.006700845440367,8.19946419761216,0.0,6.90875477931522,8.006700845440367,0.0,1,35-45,11.002116507732017
female,university,single,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25-30,11.289794413577894
female,university,married,1,-2,-1,-1,-2,-2,-26.496998874540218,-28.746759999837803,630.6530826634721,0.0,0.0,0.0,0.0,7.611347717403621,0.0,0.0,0.0,0.0,0,45+,12.468440756144114
female,graduate school,single,-1,-1,-2,-1,0,0,63.40520361383179,0.0,0.0,1722.4365113596382,2546.3132088543452,5317.9521224092505,0.0,0.0,8.688453800850768,8.006700845440367,8.006700845440367,8.915297945118109,0,25-30,12.25486757159303
male,graduate school,single,-2,-2,-1,-1,-2,-2,442.4560923158715,870.1149022507373,519.324996783802,361.064865361538,312.1316316020937,288.7496441313015,7.86940171257709,7.369600720526409,6.825460036255307,6.594413459749778,6.1463292576688975,7.283448228756631,0,30-35,12.468440756144114
female,university,single,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,35-45,12.899222326086994
female,university,married,0,0,0,0,0,0,13722.180175780506,8394.888500312954,3959.3034617501935,4566.140608651674,5089.908903973566,8296.175857418786,7.1770187659099,7.1631723908466425,6.499787040655854,6.911747300251674,6.542471960506805,6.633318433280377,1,45+,11.002116507732017
female,high school,married,1,-1,0,0,0,0,62697.25905153244,12030.829620279892,11581.61645897932,14766.678217346063,17633.250602470293,38222.02516782194,11.19822841866684,9.210440366976517,9.210440366976517,9.210440366976517,9.90353755128617,10.12667110305036,0,35-45,12.506180941677357
female,graduate school,single,-1,-1,-1,-1,-1,3,244.3959409908767,202.2854451813305,0.0,1133.3461689956437,810.3644713768106,909.4009601365087,6.133398042996649,0.0,8.188966863648876,7.719129840906732,0.0,0.0,0,30-35,12.468440756144114
female,university,married,0,0,0,0,0,0,37352.231114930124,24882.23958132238,20122.515967857653,15939.101027986395,17798.21275715065,33553.91292441925,8.858226439365012,8.704004653483045,8.071218539969863,8.160803920954665,8.071218539969863,8.294299608857235,0,35-45,12.04355959836804
female,university,single,2,0,0,0,0,0,21390.774669766848,14574.579085881198,11672.164993832077,13275.917154518569,14296.566419011844,26724.064911707825,7.8868329989550565,7.828038032125829,7.824445930877619,8.006700845440367,8.006700845440367,8.006700845440367,1,25-30,11.289794413577894
